AD_HP_ID,CODE_FIR,VAL_LONG_RWY,UOM_LONG_RWY,CODE_ID,TXT_NAME,CODE_IATA,CODE_TYPE_MIL_OPS,GEO_LAT_ACCURACY,GEO_LONG_ACCURACY,VAL_ELEV,UOM_DIST_VER,VAL_MAG_VAR,VAL_MAG_YEAR,VAL_MAG_CHANGE_RATE,VAL_TRANSITION_ALT,UOM_TRANSITION_ALT,VAL_TRANSITION_LEVEL,UOM_TRANSITION_LEVEL,BUREAU_NAME,FLIGHT_RULE,PRIVATE_USE,IS_MODIFIED,IS_INTERNATIONAL,IS_TRANSITION_HEIGHT,TXT_RMK,
42ccf4c6-5219-48d5-b1a8-ec0ac1cc0851,ZPKM,3400,M,ZPNL,宁蒗/泸沽湖,NLH,CIV,N273225,E1004534,3293,M,-0.7,1968,,5700,M,0,,西南管理局,IFR-VFR,,N,N,Y,无,
0358a015-5213-4aaa-80da-d60c2d14f5fb,ZPKM,4500,M,ZPPP,昆明/长水,KMG,CIV,N250614,E1025635,2104,M,-1.8,2022,0.0′,5400,M,6000,M,西南管理局,IFR-VFR,S，NS，G,N,Y,N,无,
5061af96-6c74-404e-835e-bc692b2debbd,ZPKM,2500,M,ZPSM,普洱/思茅,SYM,MILEXT,N224737,E1005733,1300,M,-1.3,,-3′23″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
59acb3f6-0ec8-4ae3-b530-fd4772f73720,ZPKM,2350,M,ZPTC,腾冲/驼峰,TCZ,CIV,N245617,E0982908,1888,M,-1.2,2022,-3°09′,4500,M,5100,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
57393ca4-eeb8-42eb-96ee-daf78e01d034,ZPKM,2400,M,ZPWS,文山/砚山,WNH,CIV,N233330,E1041932,1590,M,-1.9,2022,-4′05″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
79eb8bb1-b63e-4f70-8091-fc45877ca3e6,ZPKM,2600,M,ZPZT,昭通,ZAT,MILEXT,N271940,E1034523,1936,M,-2.3,2022,-4′26″,4200,M,4800,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
c001533a-7050-4a89-a1d9-7596b491a107,ZSHA,3400,M,ZSAM,厦门/高崎,XMN,CIV,N243239,E1180740,18,M,-4.3,2024,-1′36″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
f025ba85-2943-4c58-be40-cb9a5c9586b9,ZSHA,2800,M,ZSAQ,安庆,AQG,MILEXT,N303457,E1170302,18,M,-4,2001,1.06′,1500,M,1800,M,华东管理局,IFR-VFR,S，NS，G,N,N,Y,,
38997afd-49c1-452c-82d6-c3c90a9cbbce,ZSHA,2600,M,ZSBO,亳州,BZJ,CIV,N333337,E1155434,35,M,-6,2024,-5′00″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS,N,N,N,,
183609ee-91be-4c0f-82f1-211501d777a4,ZSHA,3400,M,ZSCG,常州/奔牛,CZX,MILEXT,N315511,E1194641,7,M,-4,1985,,2100,M,2400,M,华东管理局,IFR-VFR,S，NS，G,N,Y,Y,,
dc8453ac-1e6a-4df1-adc2-bc45dc320b0f,ZSHA,3400,M,ZSCN,南昌/昌北,KHN,CIV,N285144,E1155405,44,M,-2.8,,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,无,
190e020f-9b9c-4f86-ba82-94ca3a914182,ZSHA,3600,M,ZSDY,东营/胜利,DOY,CIV,N373032,E1184721,5,M,-6,,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
0a3fbf7d-e332-452c-872b-022266b020a4,ZHWH,2800,M,ZSFY,阜阳,FUG,CIV,N325255,E1154403,33,M,-5.7,2021,-6′7″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
66f8f4d1-62b8-4dc5-8b88-c6b3d934e982,ZSHA,3600,M,ZSFZ,福州/长乐,FOC,CIV,N255606,E1193949,14,M,-3.2,1996,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,地处强磁区，磁差有波动，使用中应注意此因素,
ef93b2cf-7404-408e-9cd9-95f837ba02fc,ZSHA,2600,M,ZSGS,井冈山,JGS,MILEXT,N265127,E1144415,86,M,-2.1,,,1800,M,0,,华东管理局,IFR-VFR,S，NS，G,N,N,Y,,
08d12080-c74b-42bb-95db-8dab30673c9e,ZSHA,2600,M,ZSGZ,赣州/黄金,KOW,CIV,N255112,E1144645,135,M,-2.6,,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,无,
362b60af-077e-403f-9e7c-aa3b45452b8e,ZSHA,3600,M,ZSHC,杭州/萧山,HGH,CIV,N301346,E1202604,7,M,-5.7,2021,-4′45″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
46600504-06ea-4448-8beb-b2a9db493403,ZSHA,2600,M,ZSHZ,菏泽/牡丹,HZA,CIV,N351249,E1154412,47,M,-6.2,2020,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
6fd5236a-e00d-49db-841f-502a01dd63f2,ZSHA,2400,M,ZSJD,景德镇/罗家,JDZ,CIV,N292020,E1171033,42,M,-3.1,1996,,0,,0,,华东管理局,IFR-VFR,S，NS，G,N,N,,无,
f1228b51-4976-471a-98c1-0b04f45547c4,ZSHA,2800,M,ZSJG,济宁/大安,JNG,CIV,N353850,E1164432,52,M,-6.5,2022,-4′09″,3000,M,3600,M,华东管理局,IFR-VFR,,N,N,N,跑道中心点坐标：N353850E1164436,
bf0c7e5a-322e-4188-ac5e-29f86124d573,ZSHA,2800,M,ZSJH,池州/九华山,JUH,CIV,N304425,E1174115,20,M,-4,2022,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
c5c7b7b8-92bc-4be9-b392-a50715607a8a,ZSHA,2800,M,ZSJJ,九江/庐山,JIU,MILEXT,N292838,E1154806,47,M,-3,,,3000,M,3600,M,华东管理局,IFR-VFR,,N,N,Y,,
c2fd8c51-213a-483a-8d95-75d00a7b1e28,ZSHA,3600,M,ZSJN,济南/遥墙,TNA,CIV,N365126,E1171258,23,M,-6.3,2018,-5′22″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
42fddd58-1ff8-4378-a7d7-257e3d411bb3,ZSHA,2600,M,ZSJU,衢州,JUZ,MILEXT,N285800,E1185357,64,M,-4,2013,-1.02′,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,Y,,
5539dc34-a688-4193-aa23-c5f6441ce403,ZSHA,2800,M,ZSLG,连云港/花果山,LYG,CIV,N342447,E1191043,6,M,-6.5,2019,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,无,
618d3ec9-cde3-4fc8-9c01-2eee7cdcac8f,ZSHA,2800,M,ZSLI,丽水,LIJ,CIV,N282215,E1195007,162,M,-5.6,2024,5′50″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS,N,N,N,,
c5327936-1fd8-4043-b3ac-f93a89998ff1,ZSHA,2400,M,ZSLO,连城/冠豸山,LCX,MILEXT,N254035,E1164447,374,M,-3,,,0,,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,,,
e2a96206-2289-4316-bbe4-bbcd82dcb2b4,ZSHA,2500,M,ZSLQ,台州/路桥,HYN,MILEXT,N283345,E1212544,4,M,-5.5,2021,-4′57″,3000,M,3300,M,华东管理局,IFR-VFR,S，NS，G,N,N,Y,,
be947d90-1b50-4475-8e62-4809c86e532e,ZSHA,3200,M,ZSLY,临沂/启阳,LYI,CIV,N350257,E1182443,68,M,-6.4,2022,-4′34″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
2b1c8d73-a0ac-4abc-a09c-5e59d48cdb56,ZSHA,3200,M,ZSNB,宁波/栎社,NGB,CIV,N294930,E1212754,4,M,-6,,-05′06″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
a495f2fd-e84e-4b35-ad1e-b35ef1b10598,ZSHA,3600,M,ZSNJ,南京/禄口,NKG,CIV,N314432,E1185143,15,M,-6.3,2021,-6′47″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
88e0256c-8183-4a38-b9e6-0b7ec75319ff,ZSHA,3400,M,ZSNT,南通/兴东,NTG,CIV,N320411,E1205849,5,M,-5,1992,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
1089615b-7aa4-47b8-aa7f-e9ac4d32b3d5,ZSHA,3400,M,ZSOF,合肥/新桥,HFE,CIV,N315918,E1165836,64,M,-4,2001,-0.5′,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
7f2f7f13-5f52-48c4-9bbe-119322dbb2ec,ZSHA,4000,M,ZSPD,上海/浦东,PVG,CIV,N310839,E1214733,4,M,-5.8,2017,-0′42″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
28ed296b-b03c-4115-bb22-368bc71df92c,ZSHA,3600,M,ZSQD,青岛/胶东,TAO,CIV,N362157,E1200557,9,M,-7.3,2019,-4′07″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS,N,Y,N,,
1d8799e3-3963-405e-9de4-342175c7756d,ZSHA,2600,M,ZSQZ,泉州/晋江,JJN,MILEXT,N244750,E1183521,6,M,-4.5,2024,-2.1′,900,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,Y,,
ba1c89cc-b80c-4125-ad39-9905bb1144ff,ZSHA,2600,M,ZSRJ,赣州/瑞金,JRJ,CIV,N255739,E1160440,230,M,-4.3,2024,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
bf783424-3d96-4029-aeb7-ec53a9cb7a80,ZSHA,2600,M,ZSRZ,日照/山字河,RIZ,CIV,N352420,E1191925,50,M,-6.5,2015,,3000,M,3600,M,华东管理局,IFR-VFR,,N,N,N,,
e8dffc32-b54b-4d0a-8d7d-191ff7d35e29,ZSHA,2800,M,ZSSH,淮安/涟水,HIA,CIV,N334727,E1190730,11,M,-5,2010,-0.45′,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
6a97a5d6-84b5-4520-b0d5-b2805dc9f3d2,ZSHA,2600,M,ZSSM,三明/沙县,SQJ,CIV,N262535,E1175001,283,M,-3.6,2015,,3000,M,3600,M,华东管理局,IFR-VFR,,N,N,N,,
08fa39fc-ab14-49a7-959f-aa15e25b1847,ZSHA,2400,M,ZSSR,上饶/三清山,SQD,CIV,N282247,E1175751,110,M,-4.4,2015,,3000,M,3600,M,华东管理局,IFR-VFR,,N,N,N,,
55689794-cd9c-4da5-9569-34a70ea6cadb,ZSHA,3400,M,ZSSS,上海/虹桥,SHA,CIV,N311152,E1212011,3,M,-5.8,2017,-0′42″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
e3680d29-0bf5-420a-9e3a-a7c2b5ffd053,ZSHA,2600,M,ZSTX,黄山/屯溪,TXN,CIV,N294401,E1181522,134,M,-4.7,2016,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
8cbeb338-dc21-49b2-ae1b-5a7f25d813e0,ZSHA,2800,M,ZSWA,芜湖/宣州,WHA,CIV,N310615,E1184000,24,M,-5.5,2020,,1800,M,0,,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
f31f9b1b-5103-4a3f-bf28-4a85b1f4cc5c,ZSHA,2600,M,ZSWF,潍坊,WEF,MILEXT,N363849,E1190707,47,M,-6,,,1500,M,1800,M,华东管理局,IFR-VFR,S，NS，G,N,N,Y,,
7b8aa0ba-8379-451c-8c20-177e3fe5c443,ZSHA,2600,M,ZSWH,威海/大水泊,WEH,MILEXT,N371113,E1221344,45,M,-7.2,2011,-1.85′,1500,M,2100,M,华东管理局,IFR-VFR,S，NS，G,N,Y,Y,,
87fbd6e7-9588-4825-9910-400de7bb16fa,ZSHA,3200,M,ZSWX,无锡/硕放,WUX,MILEXT,N312941,E1202546,5,M,-5.2,,,1800,M,9999,M,华东管理局,IFR-VFR,S，NS，G,N,Y,Y,迫降地带位于跑道东侧，3200m×100m，土质。南端掉头坪，长247.4m，最大宽度88m。,
297a3a4f-311e-436d-aa27-2e4a3576f4cf,ZSHA,2400,M,ZSWY,武夷山,WUS,MILEXT,N274203,E1180001,196,M,-3,,,0,,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,,,
cbf1b2d5-6220-4d0d-9daa-e82676acd3b2,ZSHA,3200,M,ZSWZ,温州/龙湾,WNZ,CIV,N275431,E1205108,5,M,-5.5,2021,-5′48″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
41217d79-0910-4519-9366-1f53e0acb3c9,ZSHA,3400,M,ZSXZ,徐州/观音,XUZ,CIV,N340334,E1173323,35,M,-5,,-0.96′,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,无,
ab24706a-6d39-440e-840c-874d6ff68879,ZSHA,3200,M,ZSYA,扬州/泰州,YTY,CIV,N323348,E1194311,5,M,-6.4,2018,,0,,0,,华东管理局,IFR-VFR,S，NS，G,N,Y,,,
0dbf6857-e549-4e34-92e9-fc5114a7a9bc,ZSHA,2400,M,ZSYC,宜春/明月山,YIC,CIV,N274809,E1141823,145,M,-2.4,2012,,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,N,N,,
7eeed95f-9af8-4523-8025-56597bd044db,ZSHA,2800,M,ZSYN,盐城/南洋,YNZ,MILEXT,N332534,E1201212,3,M,-5,,1′,1200,M,1800,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
d9755fff-300d-4015-9010-c0b20ae04234,ZSHA,3400,M,ZSYT,烟台/蓬莱,YNT,CIV,N373938,E1205845,47,M,-8.3,2021,,2700,M,3300,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,,
0c6d1625-b746-4e95-9a7d-3ffcdc02e72e,ZSHA,3000,M,ZSYW,义乌,YIW,MILEXT,N292041,E1200156,83,M,-5.3,2017,-5′48″,1800,M,0,,华东管理局,IFR-VFR,S，NS，G,N,Y,Y,,
11819abb-a1ae-4ca0-9254-36a7730ff374,ZSHA,2500,M,ZSZS,舟山/普陀山,HSN,CIV,N295602,E1222144,2,M,-4,1980,-5′08″,3000,M,3600,M,华东管理局,IFR-VFR,S，NS，G,N,Y,N,无,
52661959-9f1b-421b-961a-f699e4d0a86e,ZWUQ,4500,M,ZUAL,阿里/昆莎,NGQ,MILEXT,N320600,E0800311,4274,M,0.8,2009,,6900,M,7500,M,西南管理局,IFR,S,N,N,N,,
78008895-0bde-44d9-8aa3-c0a3a82e643c,ZPKM,2800,M,ZUAS,安顺/黄果树,AVA,CIV,N261538,E1055224,1466,M,-1,2015,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,,
a452acd9-a162-4080-843d-9a9a58b8e2eb,ZPKM,4500,M,ZUBD,昌都/邦达,BPX,MILEXT,N303321,E0970624,4333,M,-0.7,,-1′56″,6900,M,7500,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
142e7b0d-f177-40ec-ac39-463612ade4bf,ZPKM,2600,M,ZUBJ,毕节/飞雄,BFJ,CIV,N271601,E1052818,1468,M,-1.9,2012,,4200,M,4800,M,西南管理局,IFR-VFR,,N,N,N,无,
db3658e9-ed96-4140-8e7f-8c06e68840c1,ZPKM,2600,M,ZUBZ,巴中/恩阳,BZX,CIV,N314416,E1063834,555,M,-2.7,,,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,,
712a4e10-d968-4926-84d7-96f18a286a6c,ZPKM,3800,M,ZUCK,重庆/江北,CKG,CIV,N294308,E1063829,416,M,-2.9,2024,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS，G,N,Y,N,无,
4c1adaf0-29af-460a-858f-e7478559568d,ZPKM,2600,M,ZUDA,达州/金垭,DZH,CIV,N310255,E1072610,416,M,-2.9,2021,-2.5′,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,,
0f3ae9cd-f3bd-4e1e-a48d-67f7fd2a83f3,ZPKM,4200,M,ZUDC,稻城/亚丁,DCY,CIV,N291900,E1000337,4411,M,-1,1968,,6300,M,6900,M,西南管理局,IFR-VFR,,N,N,N,无,
9f5107af-e32e-48a8-94c9-9b7b7e5e5e23,ZPKM,4500,M,ZUDR,日喀则/定日,DDR,CIV,N283618,E0864751,4317,M,0.3,2021,-0′56″,7500,M,8100,M,西南管理局,IFR,,N,N,N,,
2b5ce5f9-0f17-4000-95a9-80d8f481780e,ZPKM,2200,M,ZUGH,广汉,GHN,CIV,N305655,E1041946,467,M,-1.5,1982,,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,无,
be4559c3-ffec-4efe-b4a4-b1dd3574ad4c,ZPKM,2500,M,ZUGU,广元/盘龙,GYS,CIV,N322325,E1054138,627,M,-2,,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
dc05bdbe-6d46-4e3e-a6e9-8616d5269893,ZPKM,4000,M,ZUGY,贵阳/龙洞堡,KWE,CIV,N263218,E1064804,1139,M,-1.8,2020,4′,3000,M,3600,M,西南管理局,IFR-VFR,S，NS，G,N,Y,N,无,
2abad141-dd7a-4ab4-90a4-549768232ba4,ZPKM,4000,M,ZUGZ,甘孜/格萨尔,GZG,CIV,N314522,E0993325,4067,M,-1.1,2018,-6″,7200,M,7800,M,西南管理局,IFR-VFR,,N,N,N,无,
43ed76dd-9b85-4334-8944-8a79a9718775,ZPKM,3600,M,ZUHY,阿坝/红原,AHJ,CIV,N323154,E1022108,3540,M,-2.2,2021,,6300,M,6900,M,西南管理局,IFR-VFR,,N,N,N,无,
08178db3-a2f2-4728-87fe-cd8b48f3d5dc,ZPKM,3370,M,ZUJZ,九寨/黄龙,JZH,CIV,N325110,E1034055,3448,M,-1.5,2003,,6000,M,6600,M,西南管理局,IFR,S，NS,N,N,N,无,
f1bf025a-ccfd-4c12-a65f-2fafd9720ed0,ZPKM,4000,M,ZUKD,康定,KGT,CIV,N300835,E1014419,4236,M,-1.9,2021,,6900,M,7500,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
dd6eb73a-7bae-4d0e-b4bb-941af6f06d8b,ZPKM,2600,M,ZUKJ,凯里/黄平,KJH,CIV,N265819,E1075917,917,M,-2.9,2024,-7′53″,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,无,
64aecf69-d71b-4b49-b19f-115565c69378,ZPKM,2600,M,ZULA,阆中/古城,LZG,CIV,N313009,E1060205,450,M,-2.4,2022,,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,,
9fdda03b-904c-4067-a944-ef9c7b675f76,ZGZU,2600,M,ZULB,黔南/荔波,LLB,CIV,N252704,E1075745,825,M,-2.7,2023,1″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,,
4d7612a2-99cc-4962-8b95-98ae7d9482a8,ZPKM,4000,M,ZULS,拉萨/贡嘎,LXA,MILEXT,N291753,E0905444,3571,M,-0.3,2022,-2′17″,7500,M,8100,M,西南管理局,IFR-VFR,S，NS,N,Y,N,,
da14090e-0d0b-4f4f-b564-41b2079d88ba,ZPKM,2800,M,ZULZ,泸州/云龙,LZO,MILEXT,N290150,E1052808,336,M,-2.2,2018,-0′30″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,,
495ce057-b7eb-4b2f-b264-146294551d16,ZPKM,2600,M,ZUMT,遵义/茅台,WMT,CIV,N275745,E1062608,1242,M,-2.8,2022,-4′50″,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,,
72c95c5d-b0dd-4f4f-a93b-b25d55907166,ZPKM,2400,M,ZUMY,绵阳/南郊,MIG,MILEXT,N312548,E1044423,519,M,-2.6,2021,-3′11″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,,
e972e3a9-02cb-4391-b6e1-f6159fc4234b,ZPKM,2800,M,ZUNC,南充/高坪,NAO,MILEXT,N304753,E1060952,354,M,-1.5,2012,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
4529263a-48d5-4b1f-b93f-8946370a13d3,ZGZU,2200,M,ZUNP,黔东南/黎平,HZH,CIV,N261920,E1090900,485,M,-1.6,1980,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
74b2752f-e624-409e-ba5e-d8b88830b6be,ZPKM,3000,M,ZUNZ,林芝/米林,LZY,MILEXT,N291813,E0942006,2950,M,1,2010,,7200,M,7800,M,西南管理局,IFR-VFR,S，NS,N,N,N,可保障B757（含）及以下机型,
196e1ef2-8490-461a-9067-3bc357ebe700,ZWUQ,4500,M,ZUPL,阿里/普兰,APJ,CIV,N302352,E0810759,4255,M,1.3,2023,,6900,M,7500,M,西南管理局,IFR,S，NS,N,N,N,,
d068d657-4592-4fb1-9783-ecc48d00f2b2,ZPKM,2800,M,ZUPS,六盘水/月照,LPF,CIV,N263632,E1045842,1975,M,-1.5,1977,,4200,M,4800,M,西南管理局,IFR-VFR,,N,N,N,无,
61c6fdb1-3613-4a5d-a9d9-079f848f73e3,ZPKM,2400,M,ZUQJ,黔江/武陵山,JIQ,CIV,N293053,E1084954,632,M,-3.4,2022,-6′16″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
92c05345-7451-4f30-a44e-d125699eccad,ZPKM,5000,M,ZURK,日喀则/和平,RKZ,MILEXT,N292107,E0891838,3801,M,0.5,,,7500,M,8100,M,西南管理局,IFR,,N,N,N,无,
3708afe9-5024-46d9-b71b-a5e2fcc81d52,ZPKM,4500,M,ZUSH,山南/隆子,LGZ,CIV,N282521,E0922053,3951,M,-0.3,2022,,7500,M,8100,M,西南管理局,IFR,,N,N,N,无,
1fe0c9f4-3eb3-4b1f-bd25-14d06d14586d,ZPKM,4000,M,ZUTF,成都/天府,TFU,CIV,N301728,E1042641,443,M,-2.3,2020,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,Y,N,无,
14f641f9-5ff9-4e76-adb4-3ab55d09dc21,ZPKM,2600,M,ZUTR,铜仁/凤凰,TEN,CIV,N275303,E1091834,705,M,-1.9,2014,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
8e86ab32-be59-4492-a9a3-9a2e8d4a8c09,ZPKM,3600,M,ZUUU,成都/双流,CTU,CIV,N303443,E1035649,512,M,-2.2,,-5′00″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS，G,N,Y,N,无,
c1c1c82e-a0bb-42c2-ac24-39a8c7ece4ed,ZPKM,2800,M,ZUWL,重庆/仙女山,CQW,CIV,N292750,E1074136,1745,M,-2.7,2000,-2′02″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS，G,N,N,N,,
6fe03eee-89ed-4340-95c2-f3cf9b24f786,ZHWH,2600,M,ZUWS,重庆/巫山,WSK,CIV,N310408,E1094233,1772,M,-3.6,2018,,4200,M,4800,M,西南管理局,IFR-VFR,,N,N,N,,
db0f2453-a39f-478a-8c8f-680a262a9104,ZPKM,2800,M,ZUWX,万州/五桥,WXN,CIV,N304806,E1082559,572,M,-3.4,2021,-5′4″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,,
a457a189-b3a7-48f1-b8cb-0e0f95646d03,ZPKM,3600,M,ZUXC,西昌/青山,XIC,MILEXT,N275920,E1021103,1559,M,-1.2,2014,,4800,M,5400,M,西南管理局,IFR-VFR,S，NS，G,N,Y,N,无,
52c19403-b30d-4e69-8449-94b894e6675a,ZPKM,1200,M,ZUXJ,新津,,CIV,N302516,E1035040,461,M,-1.2,1980,,3000,M,3600,M,西南管理局,VFR,,N,N,N,,
738ddc26-90eb-40d5-a4f7-ead27891853a,ZPKM,2600,M,ZUYB,宜宾/五粮液,YBP,MILEXT,N285130,E1043136,423,M,-2,2019,,3000,M,3600,M,西南管理局,IFR-VFR,S，NS，G,N,N,N,无,
8bec1897-ecc4-40cd-be70-6b540c34f519,ZPKM,2800,M,ZUYI,兴义/万峰林,ACX,CIV,N250512,E1045734,1255,M,-2,2022,-2′48″,3000,M,3600,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
9b157e2e-de5f-4744-9b82-413641b54200,ZPKM,2800,M,ZUZH,攀枝花/保安营,PZI,CIV,N263224,E1014755,1980,M,-0.7,1972,,4200,M,4800,M,西南管理局,IFR-VFR,S，NS,N,N,N,无,
3b0487b3-90f9-46c6-b76d-483f59aa1891,ZPKM,2800,M,ZUZY,遵义/新舟,ZYI,MILEXT,N274840,E1071446,830,M,-0.9,2011,,3000,M,3600,M,西南管理局,IFR-VFR,,N,N,N,,
bbe087cd-12a3-4ca9-ae45-44f587e514f4,ZWUQ,2800,M,ZWAK,阿克苏/红旗坡,AKU,MILEXT,N411547,E0801722,1170,M,4,,,1800,M,3600,M,新疆管理局,IFR-VFR,S，NS，G,N,N,Y,无,
7381c588-7558-49ef-a87c-7d7a038a12e4,ZWUQ,2500,M,ZWAL,阿拉尔/塔里木,ACF,CIV,N402609,E0811551,1019,M,3.6,2021,0′48″,3000,M,3600,M,新疆管理局,IFR-VFR,,N,N,N,,
83ac3053-a7c0-4624-a651-04f44dea0eee,ZWUQ,2800,M,ZWAT,阿勒泰/雪都,AAT,CIV,N474501,E0880504,760,M,4.1,2017,,3000,M,3600,M,新疆管理局,IFR-VFR,S，NS，G,N,N,N,无,
7059fd42-e333-42a4-afe7-83e03916827c,ZWUQ,2600,M,ZWBL,博乐/阿拉山口,BPL,CIV,N445344,E0821800,398,M,4.5,2009,,3000,M,3600,M,新疆管理局,IFR-VFR,S，NS,N,N,N,无,
4e5d49e6-4c1f-4a7a-baaf-c91ce9a5c6f3,ZWUQ,2800,M,ZWCM,且末/玉都,IQM,MILEXT,N381401,E0852752,1220,M,1.6,2014,,1800,M,3600,M,新疆管理局,IFR-VFR,S，NS，G,N,N,Y,,
ad46836f-7173-49e9-b1e1-a05c0fa4f440,ZWUQ,2600,M,ZWFY,富蕴/可可托海,FYN,MILEXT,N464815,E0893044,940,M,3.2,2013,,2100,M,3600,M,新疆管理局,IFR-VFR,,Y,N,Y,,
306f1001-75f0-41c8-9a58-1fb9dee93fc8,ZWUQ,3000,M,ZWHJ,和静/巴音布鲁克,HJB,CIV,N425837,E0835948,2507,M,3.4,2021,1′00″,5400,M,6000,M,新疆管理局,IFR-VFR,S，NS，G,N,N,N,,
565bc2ce-9a26-475f-962e-3a42df3b0faf,ZWUQ,2800,M,ZWHM,哈密/伊州,HMI,MILEXT,N425030,E0934007,833,M,0.9,2021,1′12″,2400,M,3600,M,新疆管理局,IFR-VFR,S，NS,N,N,Y,,
51919ca6-7ab7-4f9a-8093-351e2a119032,ZWUQ,2800,M,ZWHZ,石河子/花园,SHF,CIV,N441431,E0855326,518,M,3.4,2015,,3000,M,3600,M,新疆管理局,IFR-VFR,S，NS,N,N,N,,
4e26acc8-5d61-4f96-b84b-028c82293a8d,ZWUQ,2600,M,ZWKC,库车/龟兹,KCA,CIV,N414040,E0825222,1039,M,3.4,2009,,3000,M,3600,M,新疆管理局,IFR-VFR,,N,N,N,,
5fff68f1-458e-42f9-9ba6-84390ffc6a8d,ZWUQ,2800,M,ZWKL,库尔勒/梨城,KRL,MILEXT,N413654,E0860830,926,M,2.5,2021,,2100,M,3600,M,新疆管理局,IFR-VFR,S，NS，G,N,N,Y,,
e1afb43d-2eca-4708-a994-9b9d8a0d8020,ZWUQ,2300,M,ZWKM,克拉玛依/古海,KRY,CIV,N452800,E0845710,275,M,3.9,2021,-0′48″,3000,M,3600,M,新疆管理局,IFR-VFR,S，NS，G,N,N,N,,
